age,duration,campaign,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
55,127,3,4,1,6,0,1,0,0,8,2,0,1
52,84,3,7,1,5,0,1,1,0,1,1,1,0
33,84,2,1,2,2,0,1,1,1,6,0,1,0
32,285,3,1,1,1,0,0,0,1,3,3,1,0
41,52,2,7,0,3,0,0,0,0,6,4,1,0
47,190,1,1,2,0,0,0,0,1,4,4,1,0
28,146,3,9,2,6,0,0,0,0,3,3,2,0
32,151,2,9,1,6,0,1,0,0,1,2,1,0
31,225,2,3,1,3,0,1,0,0,3,1,1,0
27,58,3,1,1,2,0,1,1,0,6,0,1,0
27,284,1,1,2,2,0,0,0,0,3,2,1,0
27,90,4,9,2,6,0,1,0,0,6,1,0,0
43,183,1,3,1,0,0,1,0,0,3,4,1,0
43,141,4,1,0,2,0,0,0,0,3,3,1,0
37,203,1,1,2,6,0,0,0,0,6,2,1,0
43,550,1,1,1,0,0,1,0,0,6,2,1,1
40,36,5,0,2,6,0,0,1,0,1,2,1,0
51,137,4,9,1,5,0,1,1,0,3,2,1,0
35,112,2,0,1,6,0,0,0,0,7,3,1,0
42,276,1,1,1,2,0,0,0,1,6,2,1,0
28,550,1,9,2,5,0,1,0,0,0,2,0,0
52,150,5,0,1,0,0,0,1,1,4,1,1,0
53,241,1,1,1,2,0,1,0,0,1,3,1,0
30,61,2,1,1,0,0,0,0,0,3,1,1,0
53,36,5,9,0,6,0,1,0,1,4,0,1,0
28,280,1,0,2,6,0,1,0,0,0,2,1,0
41,205,5,4,1,6,0,1,0,1,6,4,1,0
28,286,1,7,1,3,0,1,0,0,3,3,1,0
45,75,5,7,1,3,0,0,0,0,7,3,1,0
46,179,1,10,1,1,0,1,0,1,4,3,1,0
39,49,2,9,1,5,0,0,0,0,6,0,1,0
35,39,5,0,1,6,0,1,0,0,1,4,1,0
55,170,2,5,1,5,0,0,1,0,8,4,0,0
36,550,2,1,2,3,0,0,1,0,6,4,0,1
28,196,2,1,1,0,0,0,0,0,3,2,1,0
27,297,1,0,2,3,0,0,0,0,3,3,1,0
35,117,3,1,2,3,0,0,0,0,3,2,1,0
44,130,2,0,1,3,0,0,0,1,6,0,1,0
55,525,1,9,1,3,0,0,0,1,4,2,1,0
31,550,2,7,1,2,0,1,0,1,4,4,1,0
36,547,3,1,1,2,0,1,0,1,6,3,1,0
31,61,2,0,2,3,0,0,0,1,3,0,1,0
53,383,2,4,1,3,0,1,0,0,6,1,0,0
42,93,2,9,0,5,0,1,0,0,0,0,1,0
26,218,3,8,2,2,0,1,1,0,9,1,2,1
31,465,1,0,1,6,0,1,1,0,1,2,1,0
31,36,3,1,0,3,0,0,1,1,4,1,1,0
41,88,5,1,1,0,0,0,0,1,6,1,1,0
40,175,3,4,0,6,0,0,0,1,6,4,1,0
51,244,5,1,1,0,0,1,0,1,6,4,1,0
37,435,2,1,0,2,0,1,0,0,0,2,0,0
29,550,1,9,1,5,0,1,0,1,4,0,1,1
31,96,1,1,1,2,0,0,0,0,7,4,1,0
36,233,5,0,0,3,0,1,0,1,6,2,1,0
33,143,2,7,2,3,0,1,0,0,3,3,1,0
28,42,3,0,2,3,0,1,0,1,6,3,1,0
55,257,1,9,1,3,0,0,1,0,1,0,1,0
26,420,2,1,1,0,0,0,0,0,3,2,1,0
42,56,5,0,1,6,0,0,1,0,3,2,1,0
35,52,5,9,2,6,0,0,0,1,6,2,1,0
40,381,1,0,2,2,0,1,0,0,3,1,1,0
31,130,3,7,2,3,0,1,0,0,7,1,1,0
33,68,1,9,1,6,0,1,0,0,7,2,1,0
48,118,2,7,1,0,0,0,0,0,1,2,1,0
32,133,2,0,1,6,0,0,0,0,1,0,1,0
26,222,2,7,2,2,0,0,1,1,4,1,1,0
42,493,2,6,1,6,0,0,0,1,6,0,1,0
26,36,5,9,2,1,0,1,1,0,3,2,1,0
49,550,2,1,1,0,0,0,0,1,4,2,1,1
35,550,1,0,2,6,0,0,0,1,6,4,1,0
45,50,2,2,0,5,0,1,0,0,3,3,1,0
45,36,3,4,1,6,0,1,0,1,6,2,1,0
32,209,3,5,1,3,0,0,0,1,6,0,1,0
51,214,2,0,2,6,0,0,0,1,1,4,1,0
55,550,1,9,1,5,0,1,0,0,1,1,1,0
41,133,2,1,1,1,0,1,0,0,6,1,1,0
40,44,5,7,1,6,0,0,0,1,4,2,1,0
48,260,2,0,2,6,0,1,0,0,1,0,0,0
49,112,3,7,0,1,0,1,1,0,3,0,1,0
42,300,1,0,1,5,0,0,1,0,6,1,1,1
55,550,1,5,1,1,0,0,0,0,6,2,0,0
37,142,5,0,1,6,0,1,0,0,0,4,1,0
35,395,2,1,2,2,0,0,0,1,6,4,1,0
32,254,4,9,2,6,0,1,0,0,6,3,0,0
38,134,1,0,0,3,0,0,0,1,6,2,1,0
54,254,2,4,1,3,0,1,0,0,6,1,0,0
35,61,2,9,1,3,0,1,0,0,1,0,1,0
41,244,1,1,1,5,0,0,1,1,4,0,1,0
53,203,1,1,1,2,0,0,1,1,6,0,1,0
47,149,1,0,1,6,0,1,1,0,0,2,2,0
35,263,5,0,0,6,0,0,0,0,7,0,1,0
26,188,1,10,2,3,0,0,0,0,1,3,2,0
55,66,1,0,1,5,0,0,0,0,1,3,1,0
33,114,1,3,2,3,0,1,1,0,0,1,0,0
55,154,4,4,1,6,0,0,0,1,4,4,1,0
32,83,2,1,1,2,0,1,0,0,6,2,1,0
51,153,1,1,1,0,0,0,0,0,1,0,1,0
32,369,1,0,2,6,0,1,0,0,4,3,1,0
34,290,2,0,1,6,0,0,0,1,9,0,1,1
55,146,1,5,0,6,0,1,1,0,3,2,0,0
41,268,1,4,0,1,0,0,0,0,7,2,1,0
27,88,1,1,1,0,0,1,0,0,6,2,1,0
40,36,1,1,0,2,0,0,0,1,6,0,1,0
35,162,1,1,1,2,0,1,0,1,6,4,1,0
33,275,1,1,2,6,0,0,0,0,6,4,0,0
48,63,3,0,1,6,0,0,1,0,7,3,1,0
50,215,2,2,1,2,0,1,0,1,6,1,1,0
37,76,1,4,1,6,0,0,1,0,0,0,0,0
35,385,1,0,1,6,0,1,0,0,4,3,2,0
40,179,1,0,0,2,0,0,0,0,7,3,1,0
47,115,2,9,2,6,0,0,0,0,0,0,1,0
40,159,4,4,1,6,0,1,0,0,1,1,1,0
29,135,2,1,2,2,0,0,0,0,3,1,1,0
30,171,3,1,1,2,0,0,0,0,3,1,1,0
27,117,1,2,1,6,0,0,1,0,6,1,0,0
55,345,2,4,1,6,0,1,1,0,1,4,1,0
27,404,1,9,2,6,0,0,0,0,8,3,1,0
33,550,1,8,0,5,0,0,0,0,1,1,1,1
41,550,2,0,1,1,0,0,0,0,0,0,0,1
55,136,5,0,1,6,0,1,0,0,5,1,1,0
28,249,2,9,1,5,0,1,0,0,3,3,1,0
32,251,2,1,1,1,0,1,0,0,3,0,1,0
30,224,1,0,2,6,0,0,0,0,0,2,1,1
46,104,2,1,1,1,0,1,1,0,1,1,1,0
34,36,5,0,1,2,0,1,0,0,0,1,1,0
31,36,3,0,2,6,0,0,0,1,4,0,1,0
31,277,1,1,1,2,0,0,0,0,7,2,1,0
42,119,3,1,1,2,0,0,0,0,3,3,1,0
47,182,2,4,1,6,0,1,0,0,1,1,0,0
30,265,1,9,1,5,0,1,0,1,6,4,1,0
29,136,3,1,1,5,0,1,1,0,7,2,1,0
36,91,1,0,1,6,0,0,0,0,0,2,1,0
41,144,5,1,1,1,0,0,0,1,3,4,1,0
55,71,1,5,1,5,0,1,1,0,1,1,1,0
55,36,5,0,2,6,0,1,0,0,7,0,1,0
43,209,2,0,1,6,0,1,0,0,7,4,1,0
52,50,2,0,1,5,0,1,0,1,4,3,1,0
30,133,1,0,1,6,0,1,0,0,8,4,1,0
37,268,5,0,1,6,0,0,0,1,6,0,1,0
35,224,3,1,1,2,0,0,0,1,6,3,1,0
52,84,3,0,1,3,0,1,0,1,4,0,1,0
32,250,2,0,2,6,0,0,1,0,7,2,0,0
32,200,1,1,1,3,0,1,0,1,6,2,1,0
36,550,1,9,1,5,0,1,0,0,0,0,0,1
36,36,5,7,2,3,0,0,0,0,6,0,1,0
43,150,2,4,1,6,0,0,0,0,7,1,1,0
39,254,5,0,2,3,0,1,0,1,6,0,1,0
55,212,2,5,0,1,0,0,0,0,8,0,1,1
42,174,2,1,1,0,0,1,0,0,0,2,0,0
37,137,1,0,1,6,0,0,0,0,7,1,0,0
37,36,5,0,1,3,0,1,0,1,3,2,1,0
52,142,1,9,1,5,0,0,0,0,1,3,1,0
50,61,1,0,1,1,0,0,0,1,6,1,1,0
32,44,1,9,2,6,0,0,0,0,6,0,1,0
30,199,5,0,2,6,0,0,0,0,9,1,1,1
27,145,1,0,1,2,0,0,0,1,4,4,1,0
39,327,2,1,1,2,0,1,0,0,6,1,1,0
38,144,1,1,1,0,0,0,1,1,6,3,1,0
36,86,2,7,2,2,0,0,0,1,6,0,1,0
37,77,2,9,2,3,0,1,0,1,0,2,1,0
32,71,2,0,1,6,0,1,0,1,6,2,1,0
27,392,1,7,2,5,0,1,0,0,4,3,1,0
46,550,1,9,1,5,0,1,0,1,2,1,1,1
45,162,2,1,1,2,0,1,0,0,7,4,1,0
31,36,5,4,1,6,0,0,0,0,1,1,1,0
38,210,1,9,1,5,0,1,0,1,6,1,1,0
45,71,2,7,0,3,0,0,0,0,7,2,0,0
38,126,1,1,1,1,0,1,0,0,3,4,1,0
26,117,1,7,2,3,0,1,0,1,4,3,1,0
35,218,2,0,2,6,0,1,0,0,7,2,1,0
33,263,5,6,1,0,0,0,0,0,1,4,1,0
33,112,3,6,1,6,0,1,0,0,1,1,1,0
31,61,4,7,2,3,0,0,0,0,3,2,1,0
31,173,1,0,2,5,0,0,0,0,3,3,1,0
26,131,2,8,2,3,0,1,1,0,6,3,1,1
36,465,3,1,2,2,0,0,1,1,6,2,1,0
28,125,1,1,1,2,0,0,0,0,3,2,1,0
45,105,2,4,1,6,0,0,0,0,1,1,1,0
32,259,2,4,0,0,0,1,0,1,6,0,1,0
34,36,1,9,1,5,0,1,0,0,1,0,1,0
45,200,3,0,2,3,0,1,0,0,6,3,1,0
55,190,2,5,1,5,0,1,0,1,4,2,1,0
37,41,5,10,1,5,0,0,0,1,6,0,1,0
48,97,4,9,1,3,0,1,0,0,3,3,1,0
54,365,2,9,1,5,0,1,0,0,1,1,1,0
55,119,5,2,0,6,0,0,1,1,3,3,1,0
35,301,1,7,0,3,0,0,0,0,0,2,1,0
42,148,5,1,1,2,0,0,0,1,6,0,1,0
33,112,1,8,1,5,0,1,0,1,7,2,1,1
38,166,3,0,1,3,0,0,0,0,3,4,1,0
55,36,5,9,0,5,0,0,0,0,1,4,1,0
29,36,1,1,1,3,0,0,0,1,6,2,1,0
45,128,1,6,1,5,0,0,1,1,4,2,1,0
33,123,1,9,1,6,0,0,0,0,1,4,1,0
38,136,1,2,1,2,0,1,0,0,7,1,1,0
55,327,1,0,1,6,0,0,1,1,6,1,1,0
36,183,1,9,1,5,0,0,0,1,4,1,1,0
44,550,1,0,1,6,0,0,0,0,3,0,0,1
42,453,1,0,1,3,0,1,0,1,6,3,1,0
48,251,3,3,1,0,0,1,0,0,1,1,1,0
41,116,2,9,0,6,0,1,1,0,1,0,1,0
26,550,2,8,2,3,0,0,0,1,6,4,1,0
38,224,1,2,1,0,0,1,1,0,7,3,1,0
49,242,4,1,1,2,0,1,0,1,4,1,1,0
39,68,4,3,1,6,0,0,0,1,4,4,1,0
55,147,1,0,1,3,0,1,0,0,7,1,1,0
36,80,1,0,2,3,0,0,0,0,3,3,1,0
47,36,2,1,1,2,0,1,0,0,0,1,1,0
33,36,2,0,1,6,0,1,1,1,1,0,1,0
34,82,1,0,1,5,0,0,1,0,3,3,1,0
47,184,3,2,0,2,0,0,0,0,6,3,1,0
35,188,1,7,0,2,0,0,0,0,0,4,1,0
53,141,2,7,1,2,0,1,0,1,1,1,0,0
29,129,4,4,1,6,0,0,0,1,6,3,1,0
47,256,2,1,1,1,0,0,0,0,1,3,1,0
35,414,2,1,1,2,0,0,0,0,6,0,0,0
38,232,2,9,1,5,0,0,0,0,0,0,1,0
33,259,5,9,0,5,0,0,0,1,6,3,1,0
26,550,1,1,2,5,0,0,0,1,4,2,1,0
38,252,1,7,1,3,0,0,0,1,4,2,1,0
29,121,4,7,1,3,0,1,1,1,4,0,1,0
46,459,2,3,1,2,0,1,0,0,1,3,1,0
55,403,1,5,0,0,0,1,0,1,0,4,1,1
41,128,1,3,1,0,0,1,0,0,6,3,0,0
35,167,4,6,1,6,0,1,0,1,6,1,1,0
38,451,2,1,0,6,0,1,0,1,6,2,1,0
49,248,1,4,2,5,0,0,0,0,6,4,1,0
32,59,5,0,2,6,0,1,0,0,1,2,1,0
40,343,2,0,0,5,0,0,0,1,3,2,1,0
50,306,5,0,1,5,0,0,0,0,3,3,1,0
51,233,5,4,1,3,0,1,0,0,1,4,1,0
49,102,2,1,1,2,0,0,0,1,6,3,1,0
55,420,4,4,0,6,0,1,0,1,4,1,1,0
32,366,1,7,2,6,0,1,0,0,6,3,1,0
29,315,2,0,2,6,0,1,0,0,7,2,0,0
33,52,4,4,1,3,0,0,0,1,6,4,1,0
30,147,2,7,1,3,0,0,0,1,6,0,1,0
40,188,1,1,1,2,0,0,0,1,6,0,1,0
33,38,3,0,2,6,0,0,0,0,1,0,1,0
35,93,5,1,1,2,0,1,0,1,6,3,1,0
42,165,1,0,1,1,0,0,0,1,4,2,1,0
27,342,1,9,2,6,0,0,1,0,7,4,1,1
26,125,3,7,1,5,0,0,0,1,6,2,1,0
53,58,2,5,1,2,0,1,1,0,3,2,1,0
55,259,2,5,1,0,0,1,0,0,9,4,2,1
30,218,1,0,2,6,0,1,0,0,1,4,1,0
29,550,1,0,2,6,0,0,0,0,6,4,0,0
50,339,1,1,1,3,0,0,0,0,0,2,1,0
33,234,1,0,2,6,0,0,0,0,6,1,0,0
31,243,5,9,1,5,0,1,0,0,4,3,2,1
31,36,2,10,2,3,0,0,0,0,6,0,1,0
35,100,3,6,1,6,0,0,0,1,3,4,1,0
27,489,2,8,2,6,0,0,0,0,6,1,1,0
48,36,4,10,1,5,0,1,1,0,6,1,0,0
55,329,2,0,0,5,0,0,0,0,1,4,1,0
26,101,1,0,2,6,0,0,0,0,6,4,1,0
41,269,5,0,1,6,0,1,0,0,3,0,2,0
40,147,1,9,1,5,0,1,0,0,7,4,0,0
41,56,5,7,1,3,0,1,0,0,3,1,1,0
30,97,5,0,2,5,0,0,0,0,1,3,1,0
35,176,3,9,2,6,0,1,1,0,1,1,1,0
31,411,2,1,1,1,0,0,0,0,3,4,1,0
38,193,4,0,2,6,0,1,1,1,6,1,1,0
28,36,5,7,2,3,0,1,1,0,6,3,1,0
31,550,2,8,2,6,0,1,0,0,9,4,2,1
33,105,1,10,0,2,0,1,0,1,6,4,1,0
35,216,2,1,1,2,0,1,0,1,4,1,1,0
28,50,2,0,2,6,0,1,0,0,6,0,1,0
38,116,1,0,2,6,0,1,0,0,1,0,1,0
55,84,1,9,1,6,0,0,0,1,3,2,1,0
35,81,2,0,1,3,0,1,1,0,6,2,1,0
53,188,1,9,0,5,0,1,0,0,6,0,0,0
26,550,1,9,2,5,0,1,0,0,2,1,1,1
47,110,2,7,1,3,0,0,0,0,7,3,1,0
32,128,2,9,1,5,0,0,0,0,1,0,1,0
44,132,4,0,0,3,0,0,0,1,4,3,1,0
41,36,5,0,1,6,0,1,0,0,1,2,1,0
26,64,2,1,2,0,0,1,0,0,6,0,1,0
37,550,2,0,1,3,0,1,1,1,6,3,1,0
55,65,1,0,1,6,0,1,0,0,4,1,1,0
47,164,1,0,1,2,0,0,0,0,7,2,1,0
33,40,5,9,1,5,0,0,1,0,6,0,0,0
52,139,2,1,1,1,0,0,0,0,0,3,1,0
35,550,2,1,1,0,0,0,0,1,6,3,1,0
40,153,1,1,1,1,0,1,0,1,6,1,1,0
42,304,4,7,1,3,0,1,0,1,6,1,1,0
32,550,1,6,1,6,0,1,1,0,8,2,1,0
45,36,3,0,2,6,0,0,0,0,7,0,1,0
30,400,1,1,1,2,0,1,0,0,3,2,1,0
50,64,1,9,1,5,0,0,1,1,4,0,1,0
43,48,1,1,1,3,0,1,0,0,6,0,1,0
36,210,1,7,2,1,0,1,0,1,6,1,1,0
29,550,2,0,1,2,0,1,0,0,3,1,1,1
45,219,1,3,2,0,0,1,0,0,9,1,1,1
55,158,3,0,2,2,0,1,0,0,3,4,1,0
55,196,3,5,1,0,0,1,0,0,1,2,1,0
35,76,1,2,1,6,0,1,0,0,7,2,0,0
29,67,1,0,1,3,0,1,0,1,6,3,1,0
55,492,1,5,1,5,0,1,0,0,6,1,1,0
55,94,5,4,1,2,0,1,0,1,7,0,1,0
35,98,1,9,0,5,0,0,1,0,7,4,1,0
29,153,2,0,2,6,0,0,0,1,6,4,1,0
31,106,4,4,1,6,0,1,0,0,3,1,1,0
45,239,1,4,1,6,0,1,0,0,6,2,1,0
34,85,3,9,1,3,0,1,0,0,1,2,1,0
47,550,2,1,1,5,0,0,1,1,6,2,1,0
41,150,3,1,1,3,0,1,0,0,6,0,1,0
45,101,1,6,1,1,0,1,0,0,7,4,1,0
30,253,1,9,1,5,0,1,0,1,6,0,1,0
32,82,1,4,2,6,0,0,0,0,0,0,0,0
31,230,4,9,2,6,0,0,0,0,1,1,1,0
37,132,2,4,1,3,0,0,0,0,1,0,1,0
55,369,1,1,0,6,0,1,0,1,6,0,1,0
27,80,4,1,2,3,0,0,0,0,6,0,1,0
33,133,3,9,0,5,0,0,0,1,6,1,1,0
39,50,3,1,1,2,0,1,0,1,4,0,1,0
30,327,2,9,2,6,0,0,0,0,9,2,1,1
33,226,4,0,2,6,0,1,0,0,1,3,1,0
30,241,2,0,2,6,0,1,0,0,6,2,0,0
55,501,1,3,1,0,0,0,1,0,2,2,2,0
53,63,1,0,2,1,0,1,0,1,4,1,1,0
46,106,1,7,1,6,0,0,0,0,1,3,1,0
37,344,3,2,0,3,0,0,0,0,3,4,1,0
38,101,1,1,1,2,0,0,0,1,6,4,1,0
28,251,1,1,0,3,0,1,0,0,3,3,1,0
35,248,2,0,2,0,0,1,0,1,4,0,1,0
54,550,1,7,1,0,0,1,1,0,1,4,1,0
34,112,1,7,1,2,0,0,0,0,3,1,1,0
55,36,3,5,1,0,0,0,1,1,3,2,1,0
51,375,2,10,1,2,0,0,0,1,4,0,1,0
43,550,5,4,1,5,0,0,0,1,6,2,1,0
29,274,3,9,2,5,0,1,0,0,3,0,1,0
43,188,1,4,1,6,0,0,0,0,7,3,1,0
55,135,3,5,1,3,0,1,0,0,6,1,1,0
51,112,5,0,1,6,0,1,0,0,1,3,1,0
45,71,1,1,2,3,0,0,0,0,7,2,0,0
55,118,2,5,0,6,0,1,0,0,0,3,1,0
40,498,2,0,2,6,0,0,0,1,4,1,1,1
48,310,1,7,1,3,0,1,0,0,1,2,1,0
33,550,1,0,1,3,0,0,0,1,4,4,1,0
53,328,2,1,1,1,0,1,0,0,4,2,2,1
36,210,1,1,1,2,0,1,0,0,6,4,0,0
41,320,1,1,1,3,0,0,1,1,4,0,1,0
45,503,5,1,1,6,0,0,0,1,4,4,1,0
36,550,1,2,1,2,0,0,0,1,6,4,1,0
51,204,5,0,1,6,0,1,0,0,1,1,1,0
35,117,1,9,1,6,0,1,0,0,1,3,1,0
26,70,3,1,2,3,0,1,0,1,6,1,1,0
46,201,1,4,0,6,0,1,0,1,6,4,1,0
32,550,2,9,1,5,0,0,0,0,0,1,1,1
48,312,5,1,1,3,0,0,0,0,1,4,1,0
35,236,2,9,1,6,0,1,0,0,3,0,1,0
32,550,1,0,1,3,0,0,0,0,1,2,1,1
36,381,1,4,2,6,0,1,0,0,3,0,1,0
30,502,1,0,2,6,0,1,0,0,0,2,2,1
32,482,2,1,1,2,0,1,1,0,0,0,1,1
46,154,1,0,1,6,0,0,0,0,6,2,1,1
26,45,1,1,1,2,0,0,0,1,3,2,1,0
26,305,5,7,2,6,0,1,0,0,5,3,1,1
26,115,1,1,2,1,0,0,0,0,3,3,1,0
39,299,4,0,1,5,0,0,0,1,6,0,1,0
45,138,1,0,1,2,0,1,0,1,6,0,1,0
48,550,4,7,1,0,0,0,0,0,6,3,1,0
39,71,5,0,1,3,0,1,0,0,6,3,0,0
40,108,5,1,1,5,0,0,0,1,3,1,1,0
36,117,1,0,0,3,0,1,0,0,0,0,1,0
27,148,3,9,1,5,0,0,0,1,6,4,1,0
46,207,2,2,1,6,0,1,1,0,0,1,1,0
28,115,2,0,1,6,0,0,0,0,0,2,0,0
42,226,2,0,1,6,0,0,0,0,7,1,1,0
55,144,1,5,0,5,0,0,0,0,8,3,1,1
42,97,5,1,1,0,0,1,1,1,6,4,1,0
38,104,1,1,2,3,0,1,0,0,1,1,1,0
51,59,2,0,0,6,0,0,0,0,1,0,1,0
36,67,5,0,2,6,0,0,0,0,3,2,1,0
55,237,4,7,0,3,0,1,0,0,6,3,0,0
36,199,4,7,0,5,0,0,0,1,4,3,1,0
33,550,2,10,0,2,0,0,0,1,6,4,1,1
42,87,1,0,2,6,0,1,0,1,6,0,1,0
36,212,3,6,0,0,0,0,0,1,6,0,1,0
49,85,2,3,2,3,0,1,0,1,6,4,1,0
55,458,5,10,1,0,0,1,0,0,3,2,1,1
31,550,2,1,2,2,0,1,0,0,6,1,0,0
31,550,2,9,2,3,0,0,0,0,6,1,0,0
32,345,2,9,1,6,0,0,0,0,0,1,1,0
35,178,1,9,2,2,0,0,0,0,7,4,0,0
55,550,2,5,1,3,0,1,0,0,6,1,0,0
55,464,1,9,1,5,0,0,0,0,3,2,1,0
32,216,2,9,2,6,0,0,0,0,6,0,0,0
55,135,2,5,1,5,0,1,0,0,1,2,1,0
44,36,5,1,1,1,0,1,0,0,6,2,1,0
32,236,3,0,1,6,0,1,0,0,7,4,1,0
41,550,1,0,0,3,0,0,0,1,6,0,1,0
53,115,1,1,1,6,0,0,0,0,1,1,1,0
45,183,2,3,0,0,0,1,0,0,3,0,1,0
49,136,2,0,2,3,0,1,0,0,8,0,1,1
27,340,1,0,2,3,0,1,0,0,3,2,1,0
55,53,1,5,2,3,0,0,0,1,6,1,1,0
34,467,1,8,0,1,0,1,0,0,3,2,1,0
33,96,1,0,1,6,0,0,0,1,6,1,1,0
31,550,1,6,2,6,0,0,0,0,7,0,0,0
32,246,1,0,1,6,0,1,1,0,1,3,1,0
51,446,2,2,1,0,0,0,0,1,6,3,1,0
30,550,3,9,1,5,0,0,0,1,6,4,1,0
48,115,2,4,1,6,0,0,0,0,1,3,1,0
40,397,1,3,1,0,0,1,0,1,4,2,1,0
42,289,2,9,1,3,0,1,0,0,1,1,1,0
39,397,1,4,1,6,0,1,0,0,0,0,1,0
35,120,2,9,2,5,0,1,0,0,1,1,1,0
39,215,1,3,1,0,0,1,1,0,1,0,1,0
55,36,5,9,1,5,0,0,0,1,1,3,1,0
35,329,2,0,1,6,0,1,0,0,1,0,1,0
36,72,1,0,2,6,0,1,0,1,7,4,1,0
39,76,4,3,1,1,0,1,0,0,3,0,1,0
34,147,3,0,1,6,0,1,0,0,1,4,1,0
39,112,3,0,1,5,0,1,1,0,1,0,1,0
48,112,5,9,1,5,0,0,0,0,1,2,1,0
31,351,3,0,0,6,0,1,0,0,1,0,1,0
32,550,1,4,2,6,0,1,0,0,0,0,1,1
31,241,1,0,2,3,0,0,0,0,1,3,0,0
45,80,2,9,2,6,0,0,0,0,7,0,1,0
43,36,5,0,1,3,0,1,0,0,3,1,1,0
49,222,4,9,1,3,0,0,0,0,6,1,0,0
49,170,2,1,1,6,0,0,0,0,7,0,1,0
35,36,5,1,1,0,0,1,0,1,6,3,1,0
41,550,2,1,2,1,0,1,0,0,3,4,1,0
49,133,2,1,1,0,0,1,0,1,6,0,1,0
45,550,1,0,1,6,0,0,0,0,1,1,1,1
55,156,1,7,1,3,0,0,0,0,7,1,1,0
42,251,1,0,1,6,0,1,0,0,6,3,0,0
35,36,5,9,2,6,0,1,0,0,1,2,1,0
32,62,1,0,2,6,0,0,0,1,6,2,1,0
45,188,2,3,1,5,0,0,0,1,6,3,1,0
50,336,1,1,1,2,0,0,0,0,7,1,1,0
33,67,2,0,1,3,0,1,0,1,6,4,1,0
35,104,2,9,1,3,0,1,0,0,6,0,1,0
31,248,1,1,1,2,0,1,1,1,6,4,1,0
34,101,1,9,1,6,0,0,1,0,1,2,1,0
34,121,2,4,1,6,0,0,0,1,4,4,1,0
31,47,1,0,2,6,0,0,0,0,1,2,1,0
36,90,2,7,1,2,0,1,0,0,7,2,1,0
35,355,1,0,1,6,0,1,0,1,6,1,1,0
32,112,5,0,1,6,0,0,1,0,3,4,1,0
26,532,2,0,2,3,0,1,0,1,3,2,1,0
51,82,1,9,1,6,0,0,0,0,1,0,1,0
47,44,2,2,1,5,0,1,0,0,6,1,1,0
46,138,5,0,0,6,0,1,0,1,4,2,1,0
30,193,5,1,1,2,0,0,0,1,4,0,1,0
55,41,5,1,0,6,0,1,0,1,4,4,1,0
55,550,2,0,1,6,0,0,0,1,6,0,1,0
32,537,5,1,0,0,0,0,0,1,6,3,1,0
54,196,1,3,1,0,0,0,0,0,3,4,1,0
42,220,1,0,0,3,0,0,0,0,0,1,1,0
26,191,3,1,2,2,0,0,0,0,3,0,1,0
28,550,3,1,2,2,0,0,0,0,6,2,0,1
27,124,2,7,2,3,0,1,0,0,6,4,0,0
54,320,5,1,1,0,0,1,0,0,1,1,1,0
32,76,5,9,1,6,0,0,0,0,1,2,1,0
41,112,2,9,1,5,0,0,0,1,6,2,1,0
26,491,1,8,2,2,0,1,0,0,6,0,1,1
46,107,1,1,1,0,0,1,0,0,3,2,1,0
55,150,1,5,1,0,0,0,0,0,9,3,2,1
55,111,1,5,1,3,0,1,0,0,0,0,1,0
38,36,4,4,1,6,0,1,0,1,1,2,1,0
48,400,1,9,0,3,0,1,0,0,0,2,0,1
30,145,1,1,1,3,0,0,0,0,3,4,1,0
41,146,4,0,0,6,0,1,0,0,1,4,1,0
30,387,5,0,1,6,0,1,0,0,1,3,1,0
31,151,2,7,2,3,0,1,0,0,6,1,0,0
46,36,2,4,1,6,0,0,0,1,6,4,1,0
53,36,1,1,1,0,0,0,1,0,3,2,1,0
33,112,2,9,1,5,0,0,0,1,6,0,1,0
30,286,3,0,1,6,0,1,0,0,1,1,1,0
27,271,1,7,2,5,0,1,1,1,6,3,1,0
26,217,1,7,2,3,0,1,0,0,4,2,1,1
42,98,1,9,2,5,0,1,0,0,3,0,1,0
55,219,1,0,1,3,0,0,0,1,6,3,1,0
33,54,1,7,1,3,0,1,1,1,4,1,1,0
50,536,1,0,1,6,0,0,0,0,1,4,1,0
45,168,1,1,0,0,0,1,0,1,3,0,1,0
51,204,4,1,1,2,0,0,0,1,6,0,1,0
27,550,1,1,2,5,0,1,0,1,8,1,1,0
35,550,2,1,1,3,0,0,0,1,4,2,1,1
54,167,2,9,1,5,0,1,0,1,4,3,1,0
47,219,1,0,2,3,0,0,0,0,6,1,0,0
46,497,2,1,1,3,0,1,0,0,3,2,1,0
31,172,2,0,1,3,0,0,0,0,6,2,0,0
32,124,2,1,2,3,0,1,0,1,6,3,1,0
32,550,3,1,2,3,0,0,0,1,4,3,1,1
34,455,5,7,1,3,0,1,0,0,3,1,1,0
29,200,1,0,2,6,0,1,0,0,4,4,2,1
41,182,4,6,0,6,0,0,0,0,1,2,1,0
29,94,1,9,1,5,0,1,0,0,1,0,1,0
34,97,3,9,1,6,0,1,0,1,6,3,1,0
50,414,2,6,1,6,0,0,0,1,4,0,1,0
26,184,1,0,1,6,0,0,0,0,5,0,1,0
52,60,3,1,1,6,0,1,0,1,4,2,1,0
30,125,1,9,2,5,0,0,0,0,3,3,1,0
